input,model,semantic_class,response
"maailmasõda
hoiatus
likvidaator
Zavodi
Vana-Kreeka
ravi
raudteejama
parteistaap
keskagentuur
maksuprobleem",gpt-35-turbo,time_expressions,"{
  ""maailmasõda"": ""0"",
  ""hoiatus"": ""0"",
  ""likvidaator"": ""0"",
  ""Zavodi"": ""0"",
  ""Vana-Kreeka"": ""0"",
  ""ravi"": ""0"",
  ""raudteejama"": ""0"",
  ""parteistaap"": ""0"",
  ""keskagentuur"": ""0"",
  ""maksuprobleem"": ""0""
}"
"vahepia
Holmenkollen
Guildfort
viimasepea
karaokeõhtu
omavoliline
Rate.ee
ainsamask
dennis
linnateater",gpt-35-turbo,time_expressions,"{
    ""vahepia"": 0,
    ""Holmenkollen"": 0,
    ""Guildfort"": 0,
    ""viimasepea"": 1,
    ""karaokeõhtu"": 0,
    ""omavoliline"": 0,
    ""Rate.ee"": 0,
    ""ainsamask"": 0,
    ""dennis"": 0,
    ""linnateater"": 0
}"
"koorijuhtimine
NIX
Bologna
Ero
vaevama
kontekst
sõjaväeosa
mäestik
sulatali
Tšehhi",gpt-35-turbo,time_expressions,"{
  ""koorijuhtimine"": 0,
  ""NIX"": 0,
  ""Bologna"": 0,
  ""Ero"": 0,
  ""vaevama"": 0,
  ""kontekst"": 0,
  ""sõjaväeosa"": 0,
  ""mäestik"": 0,
  ""sulatali"": 1,
  ""Tšehhi"": 0
}"
"turvamine
õppekülastus
Kristin
kindlustatu
rokk-kontsert
taktimõõt
elementaarkool
turnee
palgihunnik
suraka",gpt-35-turbo,time_expressions,"{
  ""turvamine"": 0,
  ""õppekülastus"": 0,
  ""Kristin"": 0,
  ""kindlustatu"": 0,
  ""rokk-kontsert"": 1,
  ""taktimõõt"": 1,
  ""elementaarkool"": 0,
  ""turnee"": 1,
  ""palgihunnik"": 0,
  ""suraka"": 0
}"
"vanus
eriõppus
Acapulco
dikteerimine
valitus
blizzconi
õppelaenupirukas
kontrollmäng
uuenemine
Siiri",gpt-35-turbo,time_expressions,"{
  ""vanus"": ""0"",
  ""eriõppus"": ""0"",
  ""Acapulco"": ""0"",
  ""dikteerimine"": ""0"",
  ""valitus"": ""0"",
  ""blizzconi"": ""0"",
  ""õppelaenupirukas"": ""0"",
  ""kontrollmäng"": ""0"",
  ""uuenemine"": ""0"",
  ""Siiri"": ""0""
}"
"taksofirma
kriisipiirkond
staap
Hiiumaa
jopestiil
isakodu
kiiljaht
takt
mäetipp
libedarada",gpt-35-turbo,time_expressions,"{
    ""taksofirma"": 0,
    ""kriisipiirkond"": 1,
    ""staap"": 0,
    ""Hiiumaa"": 0,
    ""jopestiil"": 0,
    ""isakodu"": 0,
    ""kiiljaht"": 0,
    ""takt"": 0,
    ""mäetipp"": 1,
    ""libedarada"": 0
}"
"veinipiirkond
Skopje
jaanik
juveelipood
baariretk
kõrgushüppepaik
pühapaik
päävitam
imavere
taasühinemiskõnelus",gpt-35-turbo,time_expressions,"{
  ""veinipiirkond"": ""0"",
  ""Skopje"": ""0"",
  ""jaanik"": ""1"",
  ""juveelipood"": ""0"",
  ""baariretk"": ""0"",
  ""kõrgushüppepaik"": ""0"",
  ""pühapaik"": ""1"",
  ""päävitam"": ""0"",
  ""imavere"": ""0"",
  ""taasühinemiskõnelus"": ""0""
}"
"ispelli-sõnastik
Rovajärv
süüdistus
käekõrv
lahingutegevus
kuluaar
rkkk
olümpiafinaal
või
tekstiiliettevõte",gpt-35-turbo,time_expressions,"{
    ""ispelli-sõnastik"": 0,
    ""Rovajärv"": 0,
    ""süüdistus"": 0,
    ""käekõrv"": 0,
    ""lahingutegevus"": 1,
    ""kuluaar"": 0,
    ""rkkk"": 0,
    ""olümpiafinaal"": 0,
    ""või"": 0,
    ""tekstiiliettevõte"": 0
}"
"loss
Kivilinn
Montenegro
Laura
trahvioht
asendamine
kuupind
xxx
kullo
oode",gpt-35-turbo,time_expressions,FAIL
"kombinesoon
lastehommik
nelipühikirik
Hiirelõks
rivaal
laristamine
win
priisaun
kontserdireis
haigla",gpt-35-turbo,time_expressions,"```json
{
  ""kombinesoon"": 0,
  ""lastehommik"": 1,
  ""nelipühikirik"": 1,
  ""Hiirelõks"": 0,
  ""rivaal"": 0,
  ""laristamine"": 0,
  ""win"": 0,
  ""priisaun"": 1,
  ""kontserdireis"": 1,
  ""haigla"": 0
}
```"
"pronksikoht
pöördtool
Macau
tagavedru
radiaator
välisväljak
korraldamine
omanikfirma
Herakleitos
Harri",gpt-35-turbo,time_expressions,"{
	""pronksikoht"": ""0"",
	""pöördtool"": ""0"",
	""Macau"": ""0"",
	""tagavedru"": ""0"",
	""radiaator"": ""0"",
	""välisväljak"": ""0"",
	""korraldamine"": ""0"",
	""omanikfirma"": ""0"",
	""Herakleitos"": ""0"",
	""Harri"": ""0""
}"
"Gilde
büst
padi
pensioniskeem
kuuldemäng
paadipära
relvastusinspektor
Põhja-Aafrika
kallaletung
aolinn",gpt-35-turbo,time_expressions,"```json
{
    ""Gilde"": 0,
    ""büst"": 0,
    ""padi"": 0,
    ""pensioniskeem"": 1,
    ""kuuldemäng"": 0,
    ""paadipära"": 0,
    ""relvastusinspektor"": 0,
    ""Põhja-Aafrika"": 0,
    ""kallaletung"": 0,
    ""aolinn"": 1
}
```"
"juunis-juuli
laskmistrenn
graafik
sõidurada
ooteruum
autonäitus
ovaalsaal
softivahetus
Elbrus
dj",gpt-35-turbo,time_expressions,"{
    ""juunis-juuli"": ""1"",
    ""laskmistrenn"": ""0"",
    ""graafik"": ""0"",
    ""sõidurada"": ""0"",
    ""ooteruum"": ""0"",
    ""autonäitus"": ""0"",
    ""ovaalsaal"": ""0"",
    ""softivahetus"": ""0"",
    ""Elbrus"": ""0"",
    ""dj"": ""0""
}"
energiasüsteem,gpt-35-turbo,time_expressions,"{
  ""energiasüsteem"": 0
}"
"Nõugaste
turbaauk
lillepaviljon
transpordikomisjon
turismihooaeg
tsiviilvorm
villipubi
Svalbard
proua
rumm",gpt-35-turbo,vegetative_enclosure,"{
  ""Nõugaste"": 1,
  ""turbaauk"": 1,
  ""lillepaviljon"": 1,
  ""transpordikomisjon"": 0,
  ""turismihooaeg"": 1,
  ""tsiviilvorm"": 0,
  ""villipubi"": 1,
  ""Svalbard"": 0,
  ""proua"": 0,
  ""rumm"": 0
}"
"aedik
sekretär
toosama
veevärk
ranne
kiire
luukontroll
kalastusvöönd
ristilöömine
ravikindlustusnõukogu",gpt-35-turbo,vegetative_enclosure,"{
    ""aedik"": 1,
    ""sekretär"": 0,
    ""toosama"": 0,
    ""veevärk"": 1,
    ""ranne"": 0,
    ""kiire"": 0,
    ""luukontroll"": 1,
    ""kalastusvöönd"": 1,
    ""ristilöömine"": 0,
    ""ravikindlustusnõukogu"": 0
}"
"keep
Lembit
revüüteater
fonoteek
Varasem
KaksPoissiTallinn
arhitektuuriinstituut
inlite
vangistusülem
uhu",gpt-35-turbo,vegetative_enclosure,"{
    ""keep"": 0,
    ""Lembit"": 1,
    ""revüüteater"": 0,
    ""fonoteek"": 0,
    ""Varasem"": 0,
    ""KaksPoissiTallinn"": 0,
    ""arhitektuuriinstituut"": 0,
    ""inlite"": 0,
    ""vangistusülem"": 0,
    ""uhu"": 0
}"
"advokaadibüroo
masšuud
töökäsi
puiatu
Sopot
P70
7000rpm
nägemiskontroll
Hebroni
dopinguäri",gpt-35-turbo,vegetative_enclosure,"```json
{
    ""advokaadibüroo"": 0,
    ""masšuud"": 0,
    ""töökäsi"": 0,
    ""puiatu"": 1,
    ""Sopot"": 0,
    ""P70"": 0,
    ""7000rpm"": 0,
    ""nägemiskontroll"": 0,
    ""Hebroni"": 0,
    ""dopinguäri"": 0
}
```"
"potilill
shamaanipaar
aastapäevanäitus
kaitsepolitseiamet
telefoniputka
jooksutund
õhtune
stamp
mudel
kurus",gpt-35-turbo,vegetative_enclosure,"```json
{""potilill"": 1}
{""shamaanipaar"": 0}
{""aastapäevanäitus"": 0}
{""kaitsepolitseiamet"": 0}
{""telefoniputka"": 1}
{""jooksutund"": 0}
{""õhtune"": 0}
{""stamp"": 0}
{""mudel"": 0}
{""kurus"": 1}
```"
"ribi
Darwin
ususeminar
modelliamet
maailm
kalarand
soomaa
lumelaud
papademo
luure",gpt-35-turbo,vegetative_enclosure,"```json
{""ribi"": ""0""}
{""Darwin"": ""0""}
{""ususeminar"": ""0""}
{""modelliamet"": ""0""}
{""maailm"": ""0""}
{""kalarand"": ""1""}
{""soomaa"": ""1""}
{""lumelaud"": ""1""}
{""papademo"": ""0""}
{""luure"": ""0""}
```"
"veefestival
taimima
alavesi
järgmine
VAAP
metsasügavus
läbiotsimine
ametitool
kaVenemaa
Nagano-võistkond",gpt-35-turbo,vegetative_enclosure,"```json
{
    ""veefestival"": ""0"",
    ""taimima"": ""1"",
    ""alavesi"": ""1"",
    ""järgmine"": ""0"",
    ""VAAP"": ""0"",
    ""metsasügavus"": ""1"",
    ""läbiotsimine"": ""0"",
    ""ametitool"": ""0"",
    ""kaVenemaa"": ""0"",
    ""Nagano-võistkond"": ""0""
}
```"
"kohtla-järv
missugune
latter
finantseerimine
kabinetiistung
näevi
läbirääkimi
leivatootmine
kruupink
Kansas",gpt-35-turbo,vegetative_enclosure,"{
""kohtla-järv"": 0,
""missugune"": 0,
""latter"": 0,
""finantseerimine"": 0,
""kabinetiistung"": 0,
""näevi"": 0,
""läbirääkimi"": 0,
""leivatootmine"": 1,
""kruupink"": 0,
""Kansas"": 0
}"
"sünd
valitsemiskuu
teoloogiaseminar
härrasrahvas
soosaar
parlament
kilja
pasteerim
kassaruum
Firenighti",gpt-35-turbo,vegetative_enclosure,"```json
{""sünd"": ""0""}
{""valitsemiskuu"": ""0""}
{""teoloogiaseminar"": ""0""}
{""härrasrahvas"": ""0""}
{""soosaar"": ""1""}
{""parlament"": ""0""}
{""kilja"": ""0""}
{""pasteerim"": ""0""}
{""kassaruum"": ""0""}
{""Firenighti"": ""0""}
```"
"ravimine
linnarahvas
videomakk
messikeskus
puue
kukke
taevaskoda
modem
ID
tuur",gpt-35-turbo,vegetative_enclosure,"{""ravimine"":0}
{""linnarahvas"":0}
{""videomakk"":0}
{""messikeskus"":0}
{""puue"":0}
{""kukke"":1}
{""taevaskoda"":1}
{""modem"":0}
{""ID"":0}
{""tuur"":0}"
"põhivorm
peasaal
zoloogia
biokeskus
sõjaretk
ravivõimlem
kuulirahe
muuseumiöö
jääpank
Williams",gpt-35-turbo,vegetative_enclosure,"{
    ""põhivorm"": 0,
    ""peasaal"": 0,
    ""zoloogia"": 0,
    ""biokeskus"": 0,
    ""sõjaretk"": 0,
    ""ravivõimlem"": 0,
    ""kuulirahe"": 0,
    ""muuseumiöö"": 0,
    ""jääpank"": 1,
    ""Williams"": 0
}"
"taastamine
element
vaegarenguala
lihas
spagaat
politseiaed
tlns
heliagedus
vokaalstuudio
võõrusetendus",gpt-35-turbo,vegetative_enclosure,"```json
{""taastamine"": ""0""}
{""element"": ""0""}
{""vaegarenguala"": ""0""}
{""lihas"": ""1""}
{""spagaat"": ""0""}
{""politseiaed"": ""0""}
{""tlns"": ""0""}
{""heliagedus"": ""0""}
{""vokaalstuudio"": ""0""}
{""võõrusetendus"": ""0""}
```"
"arvutimonitor
ootepink
mihklikuu
moenädal
tantsumaraton
rahvusooper
luurekeskus
järvesuu
KHK
kambja",gpt-35-turbo,vegetative_enclosure,"```json
{""arvutimonitor"": ""0""}
{""ootepink"": ""0""}
{""mihklikuu"": ""0""}
{""moenädal"": ""0""}
{""tantsumaraton"": ""0""}
{""rahvusooper"": ""0""}
{""luurekeskus"": ""0""}
{""järvesuu"": ""1""}
{""KHK"": ""0""}
{""kambja"": ""1""}
```"
"kontsaklõbin
jane
Laenutuspunkt
sisemaa
Toronto
ciel
Bråtveiti
talvepäev
küün
randmeoperatsioon",gpt-35-turbo,vegetative_enclosure,"{
    ""kontsaklõbin"": ""0"",
    ""jane"": ""1"",
    ""Laenutuspunkt"": ""0"",
    ""sisemaa"": ""0"",
    ""Toronto"": ""0"",
    ""ciel"": ""0"",
    ""Bråtveiti"": ""0"",
    ""talvepäev"": ""1"",
    ""küün"": ""1"",
    ""randmeoperatsioon"": ""0""
}"
"padaja
Saksa
näitlejatee
Surfer
motoüritus
meka
kahin
rahvuslikkus
Smuuli
vägivallaähvardus",gpt-35-turbo,vegetative_enclosure,"{
    ""padaja"": 0,
    ""Saksa"": 0,
    ""näitlejatee"": 0,
    ""Surfer"": 0,
    ""motoüritus"": 0,
    ""meka"": 0,
    ""kahin"": 0,
    ""rahvuslikkus"": 0,
    ""Smuuli"": 0,
    ""vägivallaähvardus"": 0
}"
"protestimarss
60C
Leida
väljaõpe
estraadistuudio
lossikirik
lootusetus
olümpiahooaeg
Ehlvest
meditsiiniringkond",gpt-35-turbo,vegetative_enclosure,"{
    ""protestimarss"": 0,
    ""60C"": 0,
    ""Leida"": 0,
    ""väljaõpe"": 0,
    ""estraadistuudio"": 0,
    ""lossikirik"": 1,
    ""lootusetus"": 0,
    ""olümpiahooaeg"": 0,
    ""Ehlvest"": 0,
    ""meditsiiniringkond"": 0
}"
"jääliustik
Halonen
kitsus
noorsoolikas
banaanivabariik
slaidiprojektor
Kozlov
estraadilava
jkodu
superseksikas",gpt-35-turbo,vegetative_enclosure,"{
""jääliustik"": 0,
""Halonen"": 0,
""kitsus"": 1,
""noorsoolikas"": 1,
""banaanivabariik"": 0,
""slaidiprojektor"": 0,
""Kozlov"": 0,
""estraadilava"": 1,
""jkodu"": 0,
""superseksikas"": 0
}"
"anatoomikum
semiootika
vuuk
presidendiaeg
tänavakivi
nyd
omavalitsusvalimine
konfliktikolle
metallilagu
elektrienergeetika",gpt-35-turbo,vegetative_enclosure,"{
    ""anatoomikum"": 0,
    ""semiootika"": 0,
    ""vuuk"": 1,
    ""presidendiaeg"": 0,
    ""tänavakivi"": 1,
    ""nyd"": 0,
    ""omavalitsusvalimine"": 0,
    ""konfliktikolle"": 0,
    ""metallilagu"": 0,
    ""elektrienergeetika"": 0
}"
"neitsi
jalakäijasild
tööriistatera
patarei
teave
mardipäev
saateansambel
äärejoon
paadinina
Lublino",gpt-35-turbo,vegetative_enclosure,"```json
{
    ""neitsi"": 1,
    ""jalakäijasild"": 1,
    ""tööriistatera"": 0,
    ""patarei"": 1,
    ""teave"": 0,
    ""mardipäev"": 0,
    ""saateansambel"": 0,
    ""äärejoon"": 0,
    ""paadinina"": 0,
    ""Lublino"": 0
}
```"
"turvaraja
vannitoauks
MTÜ
laevavrakk
kanada
A-kategooria
talasso
Ristna
maapind
eraelu",gpt-35-turbo,vegetative_enclosure,"{
    ""turvaraja"": 0,
    ""vannitoauks"": 0,
    ""MTÜ"": 0,
    ""laevavrakk"": 1,
    ""kanada"": 1,
    ""A-kategooria"": 0,
    ""talasso"": 1,
    ""Ristna"": 1,
    ""maapind"": 1,
    ""eraelu"": 0
}"
"taliolümpia
peksmine
uks
surnuaiavõte
Novatourss
em
söögikoht
laulukool
allikas
kiirendamine",gpt-35-turbo,vegetative_enclosure,"{
  ""taliolümpia"": 0,
  ""peksmine"": 0,
  ""uks"": 0,
  ""surnuaiavõte"": 1,
  ""Novatourss"": 0,
  ""em"": 0,
  ""söögikoht"": 0,
  ""laulukool"": 0,
  ""allikas"": 1,
  ""kiirendamine"": 0
}"
"tagasistumine
Oslo
äratõukepakk
kontoriruum
komsomoli-koosolek
psühhoteraapia
tõusuund
Kristiine
hõimurahvas
pere",gpt-35-turbo,vegetative_enclosure,"```json
{""tagasistumine"": 0}
{""Oslo"": 0}
{""äratõukepakk"": 0}
{""kontoriruum"": 0}
{""komsomoli-koosolek"": 0}
{""psühhoteraapia"": 0}
{""tõusuund"": 0}
{""Kristiine"": 0}
{""hõimurahvas"": 0}
{""pere"": 0}
``` "
"sõja-aasta
escape
tootmishoone
õppepolk
vms
kriisitendents
vanglakamber
püsitöö
Surnumeri
kehava",gpt-35-turbo,vegetative_enclosure,"{
    ""sõja-aasta"": 0,
    ""escape"": 0,
    ""tootmishoone"": 0,
    ""õppepolk"": 1,
    ""vms"": 0,
    ""kriisitendents"": 0,
    ""vanglakamber"": 0,
    ""püsitöö"": 1,
    ""Surnumeri"": 1,
    ""kehava"": 0
}"
"tehnikaülikool
vahetusmeestepink
raatus
vändra
Taimõr
Donetsk
Rhodose
rambivalgus
intiimsuhe
võrkpallur",gpt-35-turbo,vegetative_enclosure,"```json
{""tehnikaülikool"": ""0""}
{""vahetusmeestepink"": ""0""}
{""raatus"": ""0""}
{""vändra"": ""1""}
{""Taimõr"": ""1""}
{""Donetsk"": ""0""}
{""Rhodose"": ""0""}
{""rambivalgus"": ""1""}
{""intiimsuhe"": ""0""}
{""võrkpallur"": ""1""}
```"
"linnamisjon
olukord
keemialabor
primary
kuut
kergejõustiklane
dollari-korrespondentkonto
Ameerika-turnee
Haider
novembris-detsember",gpt-35-turbo,vegetative_enclosure,"{
    ""linnamisjon"": 0,
    ""olukord"": 0,
    ""keemialabor"": 0,
    ""primary"": 0,
    ""kuut"": 1,
    ""kergejõustiklane"": 1,
    ""dollari-korrespondentkonto"": 0,
    ""Ameerika-turnee"": 0,
    ""Haider"": 0,
    ""novembris-detsember"": 0
}"
"sektsioon
teatrikirjatsura
erikool
millea
põllumajandusülikool
Sci-Fi
suusapäev
Peterhofi
sõidukirool
pühapäeval-esmaspäev",gpt-35-turbo,vegetative_enclosure,"{""sektsioon"": ""0""}
{""teatrikirjatsura"": ""0""}
{""erikool"": ""0""}
{""millea"": ""0""}
{""põllumajandusülikool"": ""1""}
{""Sci-Fi"": ""0""}
{""suusapäev"": ""0""}
{""Peterhofi"": ""1""}
{""sõidukirool"": ""0""}
{""pühapäeval-esmaspäev"": ""0""}"
"Pala
kodustaadion
Tashkent
battle
tardumus
naftariik
Aleksanderplats
reisibüroo
polikliinik
motodoktor",gpt-35-turbo,vegetative_enclosure,"{
    ""Pala"": 1,
    ""kodustaadion"": 0,
    ""Tashkent"": 0,
    ""battle"": 0,
    ""tardumus"": 0,
    ""naftariik"": 0,
    ""Aleksanderplats"": 0,
    ""reisibüroo"": 0,
    ""polikliinik"": 0,
    ""motodoktor"": 0
}"
"taandumine
kõrvalkabiin
lemmikloomapood
jooksulint
kinnisvaraotsing
veerandfinaalgrupp
megailu
kodakondsuseksam
karistusseadustik
võidutee",gpt-35-turbo,vegetative_enclosure,"{
    ""taandumine"": ""0"",
    ""kõrvalkabiin"": ""0"",
    ""lemmikloomapood"": ""1"",
    ""jooksulint"": ""0"",
    ""kinnisvaraotsing"": ""0"",
    ""veerandfinaalgrupp"": ""0"",
    ""megailu"": ""0"",
    ""kodakondsuseksam"": ""0"",
    ""karistusseadustik"": ""0"",
    ""võidutee"": ""0""
}"
"püssirohu-tünn
BBV
olümpiapoodium
põhiklass
Ju
FS
lasteaeg
habemik
politseiparkla
linnavaraamet",gpt-35-turbo,vegetative_enclosure,"```json
{""püssirohu-tünn"": ""0""}
{""BBV"": ""0""}
{""olümpiapoodium"": ""0""}
{""põhiklass"": ""0""}
{""Ju"": ""0""}
{""FS"": ""0""}
{""lasteaeg"": ""1""}
{""habemik"": ""0""}
{""politseiparkla"": ""0""}
{""linnavaraamet"": ""0""}
```"
"riigieksam
klassiruum
trummel
lennusadam
löss
noortemaja
üleviimine
ehitusteaduskond
Lääne-Ukraina
akse",gpt-35-turbo,vegetative_enclosure,"{
  ""riigieksam"": 0,
  ""klassiruum"": 0,
  ""trummel"": 0,
  ""lennusadam"": 1,
  ""löss"": 1,
  ""noortemaja"": 1,
  ""üleviimine"": 0,
  ""ehitusteaduskond"": 1,
  ""Lääne-Ukraina"": 0,
  ""akse"": 0
}"
"lastemängu-jaam
skeem
pära
Häädemeeste
Liivimaa
RAM
taanlane
teevabrik
C-sektor
pingutus",gpt-35-turbo,vegetative_enclosure,"```json
{""lastemängu-jaam"": ""0""}
{""skeem"": ""0""}
{""pära"": ""0""}
{""Häädemeeste"": ""1""}
{""Liivimaa"": ""1""}
{""RAM"": ""0""}
{""taanlane"": ""0""}
{""teevabrik"": ""1""}
{""C-sektor"": ""0""}
{""pingutus"": ""0""}
```"
"detsember
hariduskontseptsioon
ühistransport
Walther
ümbris
Wyonk
kooliharidus
joobeseisund
erifont
Ani",gpt-35-turbo,vegetative_enclosure,"{
    ""detsember"": 0,
    ""hariduskontseptsioon"": 0,
    ""ühistransport"": 0,
    ""Walther"": 0,
    ""ümbris"": 0,
    ""Wyonk"": 0,
    ""kooliharidus"": 0,
    ""joobeseisund"": 0,
    ""erifont"": 0,
    ""Ani"": 0
}"
"seaduseelnõu
põliskoht
mänguminut
seksiäri
stabilisaator
alkoholiravi
Fertilitas
osoonikiht
iluviga
sagin",gpt-35-turbo,vegetative_enclosure,"```json
{""seaduseelnõu"": 0}
{""põliskoht"": 1}
{""mänguminut"": 0}
{""seksiäri"": 0}
{""stabilisaator"": 1}
{""alkoholiravi"": 1}
{""Fertilitas"": 0}
{""osoonikiht"": 0}
{""iluviga"": 0}
{""sagin"": 0}
```"
"f
Mexico
egiptus
vöörikamorka
mujalt-Eesti
formeeritav
peterburi
võistluskeskus
papi
põhja-osa",gpt-35-turbo,vegetative_enclosure,"```json
{
    ""f"": 0,
    ""Mexico"": 0,
    ""egiptus"": 0,
    ""vöörikamorka"": 0,
    ""mujalt-Eesti"": 0,
    ""formeeritav"": 0,
    ""peterburi"": 0,
    ""võistluskeskus"": 1,
    ""papi"": 0,
    ""põhja-osa"": 0
}
```"
"tugitool
Marlboro
jätkumine
peotantsuring
raviseanss
kanuumatk
vitt
Pallas
EADS
Frasureig",gpt-35-turbo,vegetative_enclosure,FAIL
"territoorumi
hommikukohv
hingevahe
isetegevusring
muulane
politseiandmed
Patarei
LP
jalgpallimuru
kontserdipilet",gpt-35-turbo,vegetative_enclosure,"{
    ""territoorumi"": 0,
    ""hommikukohv"": 0,
    ""hingevahe"": 0,
    ""isetegevusring"": 0,
    ""muulane"": 0,
    ""politseiandmed"": 0,
    ""Patarei"": 1,
    ""LP"": 0,
    ""jalgpallimuru"": 1,
    ""kontserdipilet"": 0
}"
"eskalaator
Denver
munakivi
Jäääära
mustmägi
Inturisti
3Dmark01SE
solidool
märgmõõtur
töölaud",gpt-35-turbo,vegetative_enclosure,"{
    ""eskalaator"": 0,
    ""Denver"": 0,
    ""munakivi"": 1,
    ""Jäääära"": 0,
    ""mustmägi"": 1,
    ""Inturisti"": 0,
    ""3Dmark01SE"": 0,
    ""solidool"": 0,
    ""märgmõõtur"": 1,
    ""töölaud"": 0
}"
"maailmasõda
hoiatus
likvidaator
Zavodi
Vana-Kreeka
ravi
raudteejama
parteistaap
keskagentuur
maksuprobleem",gpt-35-turbo,vegetative_enclosure,"```json
{""maailmasõda"": ""0""}
{""hoiatus"": ""0""}
{""likvidaator"": ""0""}
{""Zavodi"": ""0""}
{""Vana-Kreeka"": ""0""}
{""ravi"": ""0""}
{""raudteejama"": ""0""}
{""parteistaap"": ""0""}
{""keskagentuur"": ""0""}
{""maksuprobleem"": ""0""}
```"
"vahepia
Holmenkollen
Guildfort
viimasepea
karaokeõhtu
omavoliline
Rate.ee
ainsamask
dennis
linnateater",gpt-35-turbo,vegetative_enclosure,"{
    ""vahepia"": 0,
    ""Holmenkollen"": 0,
    ""Guildfort"": 0,
    ""viimasepea"": 0,
    ""karaokeõhtu"": 0,
    ""omavoliline"": 0,
    ""Rate.ee"": 0,
    ""ainsamask"": 0,
    ""dennis"": 0,
    ""linnateater"": 1
}"
"koorijuhtimine
NIX
Bologna
Ero
vaevama
kontekst
sõjaväeosa
mäestik
sulatali
Tšehhi",gpt-35-turbo,vegetative_enclosure,"{
    ""koorijuhtimine"": 0,
    ""NIX"": 0,
    ""Bologna"": 0,
    ""Ero"": 0,
    ""vaevama"": 0,
    ""kontekst"": 0,
    ""sõjaväeosa"": 1,
    ""mäestik"": 1,
    ""sulatali"": 1,
    ""Tšehhi"": 1
}"
"turvamine
õppekülastus
Kristin
kindlustatu
rokk-kontsert
taktimõõt
elementaarkool
turnee
palgihunnik
suraka",gpt-35-turbo,vegetative_enclosure,"{""turvamine"": 0}
{""õppekülastus"": 0}
{""Kristin"": 0}
{""kindlustatu"": 0}
{""rokk-kontsert"": 1}
{""taktimõõt"": 0}
{""elementaarkool"": 0}
{""turnee"": 0}
{""palgihunnik"": 1}
{""suraka"": 0}"
"vanus
eriõppus
Acapulco
dikteerimine
valitus
blizzconi
õppelaenupirukas
kontrollmäng
uuenemine
Siiri",gpt-35-turbo,vegetative_enclosure,"{
    ""vanus"": 0,
    ""eriõppus"": 0,
    ""Acapulco"": 0,
    ""dikteerimine"": 0,
    ""valitus"": 1,
    ""blizzconi"": 0,
    ""õppelaenupirukas"": 0,
    ""kontrollmäng"": 0,
    ""uuenemine"": 1,
    ""Siiri"": 0
}"
"taksofirma
kriisipiirkond
staap
Hiiumaa
jopestiil
isakodu
kiiljaht
takt
mäetipp
libedarada",gpt-35-turbo,vegetative_enclosure,"```json
{""taksofirma"": 0}
{""kriisipiirkond"": 0}
{""staap"": 0}
{""Hiiumaa"": 1}
{""jopestiil"": 0}
{""isakodu"": 0}
{""kiiljaht"": 0}
{""takt"": 0}
{""mäetipp"": 1}
{""libedarada"": 1}
```"
"veinipiirkond
Skopje
jaanik
juveelipood
baariretk
kõrgushüppepaik
pühapaik
päävitam
imavere
taasühinemiskõnelus",gpt-35-turbo,vegetative_enclosure,"{
  ""veinipiirkond"": ""0"",
  ""Skopje"": ""0"",
  ""jaanik"": ""1"",
  ""juveelipood"": ""0"",
  ""baariretk"": ""0"",
  ""kõrgushüppepaik"": ""0"",
  ""pühapaik"": ""1"",
  ""päävitam"": ""0"",
  ""imavere"": ""0"",
  ""taasühinemiskõnelus"": ""0""
}"
"ispelli-sõnastik
Rovajärv
süüdistus
käekõrv
lahingutegevus
kuluaar
rkkk
olümpiafinaal
või
tekstiiliettevõte",gpt-35-turbo,vegetative_enclosure,"{""ispelli-sõnastik"":0}
{""Rovajärv"":1}
{""süüdistus"":0}
{""käekõrv"":0}
{""lahingutegevus"":0}
{""kuluaar"":1}
{""rkkk"":0}
{""olümpiafinaal"":0}
{""või"":0}
{""tekstiiliettevõte"":0}"
"loss
Kivilinn
Montenegro
Laura
trahvioht
asendamine
kuupind
xxx
kullo
oode",gpt-35-turbo,vegetative_enclosure,FAIL
"kombinesoon
lastehommik
nelipühikirik
Hiirelõks
rivaal
laristamine
win
priisaun
kontserdireis
haigla",gpt-35-turbo,vegetative_enclosure,"```json
{""kombinesoon"": ""0""}
{""lastehommik"": ""1""}
{""nelipühikirik"": ""1""}
{""Hiirelõks"": ""0""}
{""rivaal"": ""0""}
{""laristamine"": ""0""}
{""win"": ""0""}
{""priisaun"": ""1""}
{""kontserdireis"": ""0""}
{""haigla"": ""0""}
```"
"pronksikoht
pöördtool
Macau
tagavedru
radiaator
välisväljak
korraldamine
omanikfirma
Herakleitos
Harri",gpt-35-turbo,vegetative_enclosure,"{
    ""pronksikoht"": ""0"",
    ""pöördtool"": ""0"",
    ""Macau"": ""0"",
    ""tagavedru"": ""1"",
    ""radiaator"": ""1"",
    ""välisväljak"": ""0"",
    ""korraldamine"": ""0"",
    ""omanikfirma"": ""0"",
    ""Herakleitos"": ""0"",
    ""Harri"": ""0""
}"
"Gilde
büst
padi
pensioniskeem
kuuldemäng
paadipära
relvastusinspektor
Põhja-Aafrika
kallaletung
aolinn",gpt-35-turbo,vegetative_enclosure,"```json
{
    ""Gilde"": 0,
    ""büst"": 0,
    ""padi"": 1,
    ""pensioniskeem"": 0,
    ""kuuldemäng"": 0,
    ""paadipära"": 0,
    ""relvastusinspektor"": 0,
    ""Põhja-Aafrika"": 0,
    ""kallaletung"": 0,
    ""aolinn"": 0
}
```"
